FlightID,Date,RouteID,Departure Delay,AircraftID,Scheduled Departure,Avg Ticket Price,Total Fare,Flight Month,Flight Year
Flight7276,41732,ORD-MSP,0.2,202,8:00:00 PM,115.00,18975,4,2014
Flight7277,42224,ORD-IAH,2.5,179,6:30:00 PM,220.00,36300,8,2015
Flight7278,42362,ORD-DTW,4.3,17,5:30:00 PM,161.00,29785,12,2015
Flight7279,41834,ORD-DFW,3.9,76,7:00:00 AM,220.00,39820,7,2014
Flight7280,42244,ORD-BWI,2.6,116,7:00:00 AM,264.00,48840,8,2015
Flight7281,42211,ORD-LAX,5,49,7:00:00 PM,385.00,63525,7,2015
Flight7282,41855,ORD-DEN,2.3,100,5:30:00 PM,330.00,61050,8,2014
Flight7283,42281,ORD-DEN,1.6,125,6:00:00 PM,300.00,55500,10,2015
Flight7284,42179,ORD-MIA,2.4,57,6:30:00 PM,330.00,54450,6,2015
Flight7285,42223,ORD-SFO,1.9,91,6:30:00 PM,412.50,76313,8,2015
Flight7286,42160,ORD-PHX,2.5,68,8:00:00 PM,275.00,49775,6,2015
Flight7287,42014,ORD-LAX,3.9,136,7:00:00 PM,350.00,64750,1,2015
Flight7288,42199,ORD-IAH,1,143,7:30:00 PM,220.00,40700,7,2015
Flight7289,41868,ORD-PHL,2.4,168,10:30:00 AM,302.50,49913,8,2014
Flight7290,41872,ORD-DFW,1.5,25,11:00:00 AM,220.00,40700,8,2014
Flight7291,42258,ORD-MCO,0.5,15,7:00:00 PM,250.00,46250,9,2015
Flight7292,41950,ORD-JFK,3.2,122,10:00:00 AM,250.00,46250,11,2014
Flight7293,41766,ORD-ATL,9.9,123,6:00:00 PM,200.00,37000,5,2014
Flight7294,42346,ORD-DEN,1.1,97,2:30:00 PM,300.00,55500,12,2015
Flight7295,42362,ORD-SEA,2,106,12:00:00 PM,490.00,90650,12,2015
Flight7296,42327,ORD-SFO,3,153,1:30:00 PM,375.00,61875,11,2015
Flight7297,42107,ORD-MIA,2,210,6:00:00 PM,300.00,49500,4,2015
Flight7298,41737,ORD-SFO,1.9,118,5:30:00 PM,375.00,69375,4,2014
Flight7299,42263,ORD-EWR,1.4,191,7:00:00 AM,225.00,37125,9,2015
Flight7300,41801,ORD-MCO,1.5,168,9:00:00 AM,275.00,45375,6,2014
Flight7301,41704,ORD-MCO,0.8,98,3:00:00 PM,250.00,46250,3,2014
Flight7302,42032,ORD-EWR,2.1,183,6:00:00 PM,225.00,37125,1,2015
Flight7303,42204,ORD-EWR,2.5,111,8:00:00 AM,247.50,45788,7,2015
Flight7304,42064,ORD-ATL,9.5,181,7:00:00 PM,200.00,33000,3,2015
Flight7305,41658,ORD-SEA,2.8,187,12:00:00 PM,350.00,57750,1,2014
Flight7306,42066,ORD-LAS,2.2,76,5:30:00 PM,275.00,49775,3,2015
Flight7307,42360,ORD-MIA,4.5,188,8:00:00 AM,420.00,69300,12,2015
Flight7308,42234,ORD-PHX,2.6,143,7:30:00 AM,275.00,50875,8,2015
Flight7309,41728,ORD-DEN,1.1,141,7:00:00 PM,300.00,55500,3,2014
Flight7310,41824,ORD-JFK,2.5,209,7:00:00 PM,275.00,45375,7,2014
Flight7311,42348,ORD-BOS,3.3,131,7:00:00 AM,300.00,55500,12,2015
Flight7312,41972,ORD-IAD,3.9,89,5:30:00 PM,450.00,81450,11,2014
Flight7313,42093,ORD-PHX,2.5,192,8:00:00 AM,250.00,41250,3,2015
Flight7314,42277,ORD-CLT,1.8,117,6:00:00 PM,125.00,23125,9,2015
Flight7315,42001,ORD-MIA,5,92,12:00:00 PM,420.00,77700,12,2014
Flight7316,42235,ORD-DCA,1.8,88,6:00:00 PM,5500.00,995500,8,2015
Flight7317,41879,ORD-JFK,3.1,71,5:00:00 PM,275.00,49775,8,2014
Flight7318,42019,ORD-BWI,2.3,146,7:00:00 AM,240.00,44400,1,2015
Flight7319,42133,ORD-CLT,1.8,54,4:00:00 PM,125.00,20625,5,2015
Flight7320,42342,ORD-PHL,2.3,95,8:00:00 PM,275.00,50875,12,2015
Flight7321,41828,ORD-CLT,2.9,178,8:00:00 AM,137.50,22688,7,2014
Flight7322,42292,ORD-DEN,1.3,183,8:00:00 PM,300.00,49500,10,2015
Flight7323,42191,ORD-ATL,10.6,32,6:00:00 PM,220.00,40700,7,2015
Flight7324,41968,ORD-IAH,6.2,207,7:00:00 AM,300.00,49500,11,2014
Flight7325,42128,ORD-SFO,2.8,117,6:30:00 PM,375.00,69375,5,2015
Flight7326,41653,ORD-PHX,1,159,2:30:00 PM,250.00,41250,1,2014
Flight7327,42249,ORD-SFO,1.9,47,8:00:00 AM,375.00,61875,9,2015
Flight7328,42224,ORD-BOS,2.6,187,8:00:00 AM,330.00,54450,8,2015
Flight7329,42171,ORD-JFK,2.1,21,8:00:00 PM,275.00,50875,6,2015
Flight7330,42228,ORD-IAD,2.2,56,1:00:00 PM,330.00,54450,8,2015
Flight7331,41928,ORD-ATL,10.6,120,6:00:00 PM,200.00,37000,10,2014
Flight7332,42054,ORD-PHL,2.9,5,6:00:00 PM,275.00,50875,2,2015
Flight7333,42360,ORD-MCO,3.4,28,5:00:00 PM,350.00,64750,12,2015
Flight7334,41785,ORD-PHX,3.6,41,10:00:00 AM,250.00,41250,5,2014
Flight7335,41946,ORD-DFW,1.5,130,7:00:00 PM,200.00,37000,11,2014
Flight7336,41642,ORD-PHX,0.9,107,5:00:00 PM,250.00,46250,1,2014
Flight7337,41782,ORD-MIA,1.9,96,7:00:00 AM,300.00,55500,5,2014
Flight7338,41653,ORD-LAX,3.9,48,7:00:00 AM,350.00,57750,1,2014
Flight7339,41886,ORD-DFW,1.8,92,7:00:00 PM,200.00,37000,9,2014
Flight7340,42163,ORD-MCO,2.1,69,5:00:00 PM,275.00,49775,6,2015
Flight7341,41817,ORD-PHL,3.1,157,1:00:00 PM,302.50,49913,6,2014
Flight7342,42256,ORD-CLT,2.5,187,8:00:00 AM,125.00,20625,9,2015
Flight7343,41814,ORD-CLT,1.6,210,5:00:00 PM,137.50,22688,6,2014
Flight7344,42138,ORD-CLT,3.5,2,5:00:00 PM,125.00,23125,5,2015
Flight7345,42140,ORD-LAX,4.9,50,8:30:00 PM,350.00,57750,5,2015
Flight7346,41696,ORD-SFO,0.8,101,7:00:00 PM,375.00,69375,2,2014
Flight7347,41970,ORD-SFO,4.4,169,12:00:00 PM,562.50,92813,11,2014
Flight7348,42208,ORD-SEA,2.2,59,10:00:00 AM,385.00,63525,7,2015
Flight7349,41785,ORD-JFK,1.6,126,4:30:00 PM,250.00,46250,5,2014
Flight7350,42238,ORD-MSP,2.5,52,8:00:00 AM,126.50,20873,8,2015
Flight7351,41852,ORD-SEA,1.2,46,8:00:00 AM,385.00,63525,8,2014
Flight7352,42360,ORD-ATL,9.3,36,6:00:00 PM,280.00,46200,12,2015
Flight7353,42080,ORD-DEN,2.8,163,8:00:00 AM,300.00,49500,3,2015
Flight7354,41815,ORD-ATL,10.3,132,7:00:00 PM,220.00,40700,6,2014
Flight7355,42089,ORD-PHL,1.3,205,8:30:00 AM,275.00,45375,3,2015
Flight7356,41756,ORD-ATL,6.9,175,9:30:00 PM,200.00,33000,4,2014
Flight7357,42210,ORD-IAH,1.9,107,5:30:00 PM,220.00,40700,7,2015
Flight7358,41751,ORD-LAX,5.6,65,7:00:00 PM,350.00,63350,4,2014
Flight7359,42365,ORD-DEN,2.1,160,8:00:00 PM,420.00,69300,12,2015
Flight7360,41764,ORD-DFW,2.3,184,6:30:00 PM,200.00,33000,5,2014
Flight7361,42053,ORD-LAX,3.2,44,2:30:00 PM,350.00,57750,2,2015
Flight7362,42002,ORD-PHX,0.5,191,2:00:00 PM,250.00,41250,12,2014
Flight7363,41675,ORD-CLT,1.2,36,5:00:00 PM,125.00,20625,2,2014
Flight7364,42170,ORD-PHX,2.3,133,8:00:00 AM,275.00,50875,6,2015
Flight7365,42186,ORD-ATL,9.9,27,5:00:00 PM,220.00,40700,7,2015
Flight7366,42097,ORD-EWR,3.8,17,6:30:00 PM,225.00,41625,4,2015
Flight7367,42193,ORD-MIA,1.9,146,7:00:00 PM,330.00,61050,7,2015
Flight7368,42221,ORD-DFW,2.7,209,8:30:00 AM,220.00,36300,8,2015
Flight7369,42336,ORD-LAS,6.4,58,7:30:00 PM,412.50,68063,11,2015
Flight7370,42357,ORD-JFK,2.1,91,7:30:00 AM,250.00,46250,12,2015
Flight7371,41870,ORD-LAS,1,31,7:00:00 PM,302.50,55963,8,2014
Flight7372,42152,ORD-ATL,8.4,22,8:30:00 PM,200.00,37000,5,2015
Flight7373,41714,ORD-LGA,2.3,141,7:00:00 AM,275.00,50875,3,2014
Flight7374,41767,ORD-ATL,10,195,6:00:00 PM,200.00,33000,5,2014
Flight7375,42229,ORD-LAS,0.7,206,10:00:00 AM,302.50,49913,8,2015
Flight7376,41745,ORD-LAS,1.9,180,3:00:00 PM,275.00,45375,4,2014
Flight7377,42003,ORD-CLT,1.4,178,7:30:00 PM,125.00,20625,12,2014
Flight7378,41695,ORD-JFK,1.5,118,8:00:00 AM,250.00,46250,2,2014
Flight7379,42355,ORD-CLT,1.5,155,5:00:00 PM,125.00,20625,12,2015
Flight7380,42047,ORD-BOS,1.9,194,7:30:00 PM,300.00,49500,2,2015
Flight7381,42294,ORD-JFK,1.3,184,6:00:00 PM,250.00,41250,10,2015
Flight7382,42061,ORD-DEN,0.7,90,1:00:00 PM,300.00,54300,2,2015
Flight7383,41657,ORD-LAX,4.7,152,7:30:00 PM,350.00,57750,1,2014
Flight7384,42213,ORD-JFK,2.6,104,9:00:00 AM,275.00,50875,7,2015
Flight7385,42176,ORD-LAS,2.1,21,7:30:00 PM,302.50,55963,6,2015
Flight7386,42340,ORD-JFK,2.1,98,10:30:00 AM,250.00,46250,12,2015
Flight7387,41864,ORD-CLT,1.6,162,8:00:00 PM,137.50,22688,8,2014
Flight7388,41880,ORD-CLT,2.3,45,12:00:00 PM,137.50,22688,8,2014
Flight7389,41698,ORD-CLT,2.4,134,12:30:00 PM,125.00,23125,2,2014
Flight7390,42312,ORD-SFO,1.9,110,4:00:00 PM,375.00,69375,11,2015
Flight7391,42208,ORD-IAD,1.1,150,11:30:00 AM,330.00,61050,7,2015
Flight7392,42157,ORD-DEN,2.6,72,3:00:00 PM,330.00,59730,6,2015
Flight7393,41807,ORD-IAH,1.9,67,7:30:00 AM,220.00,39820,6,2014
Flight7394,41847,ORD-LAS,2.6,74,7:30:00 PM,302.50,54753,7,2014
Flight7395,41685,ORD-JFK,2.5,130,12:00:00 PM,250.00,46250,2,2014
Flight7396,42194,ORD-ATL,10,6,6:00:00 PM,220.00,40700,7,2015
Flight7397,41882,ORD-EWR,1.1,92,5:30:00 PM,247.50,45788,8,2014
Flight7398,41817,ORD-SEA,2.1,13,6:00:00 PM,385.00,71225,6,2014
Flight7399,42345,ORD-SEA,2.8,162,1:00:00 PM,350.00,57750,12,2015
Flight7400,42317,ORD-SEA,2,116,8:30:00 AM,350.00,64750,11,2015
Flight7401,42265,ORD-JFK,1.7,143,5:00:00 PM,250.00,46250,9,2015
Flight7402,41949,ORD-PHX,2.9,88,2:30:00 PM,250.00,45250,11,2014
Flight7403,41752,ORD-LGA,0.5,186,8:00:00 PM,275.00,45375,4,2014
Flight7404,42156,ORD-EWR,2.4,9,7:00:00 AM,247.50,45788,6,2015
Flight7405,41969,ORD-JFK,1.8,210,6:00:00 PM,375.00,61875,11,2014
Flight7406,42069,ORD-DFW,1.9,66,6:30:00 PM,200.00,36200,3,2015
Flight7407,41863,ORD-IAH,2.7,43,7:00:00 PM,220.00,36300,8,2014
Flight7408,41958,ORD-MIA,2.1,102,7:00:00 PM,300.00,55500,11,2014
Flight7409,41720,ORD-MSP,2.5,37,5:00:00 PM,115.00,18975,3,2014
Flight7410,41852,ORD-MCO,1.9,16,8:30:00 PM,275.00,50875,8,2014
Flight7411,41774,ORD-MCO,2.2,109,7:00:00 PM,250.00,46250,5,2014
Flight7412,42252,ORD-IAH,1.7,65,6:00:00 PM,200.00,36200,9,2015
Flight7413,41729,ORD-JFK,2,165,11:00:00 AM,250.00,41250,3,2014
Flight7414,41806,ORD-EWR,1.6,22,5:30:00 PM,247.50,45788,6,2014
Flight7415,41966,ORD-BOS,2.8,74,8:00:00 AM,300.00,54300,11,2014
Flight7416,41983,ORD-LAX,3.1,99,2:00:00 PM,350.00,64750,12,2014
Flight7417,42228,ORD-LGA,2.5,149,6:00:00 PM,302.50,55963,8,2015
Flight7418,41868,ORD-BOS,3.2,181,3:00:00 PM,330.00,54450,8,2014
Flight7419,42207,ORD-ATL,10.6,125,9:00:00 PM,220.00,40700,7,2015
Flight7420,42326,ORD-PHL,1.9,68,3:00:00 PM,275.00,49775,11,2015
Flight7421,41902,ORD-DFW,0.5,137,1:00:00 PM,200.00,37000,9,2014
Flight7422,42008,ORD-LAX,3.2,68,7:30:00 AM,350.00,63350,1,2015
Flight7423,41955,ORD-JFK,3.4,125,4:30:00 PM,250.00,46250,11,2014
Flight7424,41833,ORD-DFW,2.3,72,8:00:00 PM,220.00,39820,7,2014
Flight7425,41888,ORD-IAH,2,187,5:00:00 PM,200.00,33000,9,2014
Flight7426,41935,ORD-DFW,0.5,86,12:00:00 PM,200.00,36200,10,2014
Flight7427,42173,ORD-PHX,2.1,185,5:30:00 PM,275.00,45375,6,2015
Flight7428,42217,ORD-DTW,1.8,21,8:00:00 AM,126.50,23403,8,2015
Flight7429,41860,ORD-CLT,3.1,15,8:00:00 PM,137.50,25438,8,2014
Flight7430,41871,ORD-LAS,2.3,93,3:00:00 PM,302.50,55963,8,2014
Flight7431,42315,ORD-DEN,2.7,129,5:00:00 PM,300.00,55500,11,2015
Flight7432,42019,ORD-SFO,1.4,108,7:30:00 AM,375.00,69375,1,2015
Flight7433,42268,ORD-CLT,2.4,98,3:00:00 PM,125.00,23125,9,2015
Flight7434,41729,ORD-PHX,1.4,188,7:00:00 PM,250.00,41250,3,2014
Flight7435,41720,ORD-IAH,1.3,133,3:00:00 PM,200.00,37000,3,2014
Flight7436,41653,ORD-SFO,1.9,177,7:30:00 AM,375.00,61875,1,2014
Flight7437,41705,ORD-SFO,2.7,97,8:30:00 AM,375.00,69375,3,2014
Flight7438,42127,ORD-DFW,1.3,45,8:00:00 PM,200.00,33000,5,2015
Flight7439,42125,ORD-MIA,2.1,119,8:00:00 PM,300.00,55500,5,2015
Flight7440,42261,ORD-PHX,2.9,167,7:00:00 AM,250.00,41250,9,2015
Flight7441,42015,ORD-LAX,3.9,157,8:00:00 PM,350.00,57750,1,2015
Flight7442,42348,ORD-SFO,2.7,192,8:00:00 PM,375.00,61875,12,2015
Flight7443,41879,ORD-CLT,2.3,132,10:00:00 AM,137.50,25438,8,2014
Flight7444,41691,ORD-DFW,3.3,47,7:00:00 AM,200.00,33000,2,2014
Flight7445,42229,ORD-PHL,0.8,147,7:30:00 PM,302.50,55963,8,2015
Flight7446,41907,ORD-DEN,2.3,84,1:00:00 PM,300.00,54300,9,2014
Flight7447,41752,ORD-PHL,1.8,89,10:00:00 AM,275.00,49775,4,2014
Flight7448,42145,ORD-DFW,1.3,150,12:00:00 PM,200.00,37000,5,2015
Flight7449,42332,ORD-LAX,10.2,113,8:00:00 AM,525.00,97125,11,2015
Flight7450,41843,ORD-ATL,9.8,42,5:00:00 PM,220.00,36300,7,2014
Flight7451,41650,ORD-SEA,1.9,182,6:30:00 PM,350.00,57750,1,2014
Flight7452,42355,ORD-MIA,1.8,119,7:30:00 PM,300.00,55500,12,2015
Flight7453,41802,ORD-CLT,2.8,133,1:30:00 PM,137.50,25438,6,2014
Flight7454,42082,ORD-JFK,2.1,116,5:00:00 PM,250.00,46250,3,2015
Flight7455,41864,ORD-PHX,2.6,199,7:00:00 AM,275.00,45375,8,2014
Flight7456,41710,ORD-DFW,2.5,62,11:00:00 AM,200.00,33000,3,2014
Flight7457,41715,ORD-LAX,3.7,189,7:30:00 PM,350.00,57750,3,2014
Flight7458,42087,ORD-BOS,1.8,206,6:30:00 PM,300.00,49500,3,2015
Flight7459,41995,ORD-JFK,2.9,9,7:00:00 AM,350.00,64750,12,2014
Flight7460,42235,ORD-PHX,2.8,192,6:00:00 PM,275.00,45375,8,2015
Flight7461,42178,ORD-LAX,4.7,181,7:00:00 PM,385.00,63525,6,2015
Flight7462,41897,ORD-CLT,2,162,3:00:00 PM,125.00,20625,9,2014
Flight7463,41904,ORD-LAS,2.8,139,1:00:00 PM,275.00,50875,9,2014
Flight7464,41787,ORD-SEA,1.8,198,8:30:00 PM,350.00,57750,5,2014
Flight7465,41858,ORD-MCO,1.9,126,6:30:00 PM,275.00,50875,8,2014
Flight7466,41765,ORD-EWR,2,159,7:00:00 AM,225.00,37125,5,2014
Flight7467,41857,ORD-CLT,0.6,179,10:00:00 AM,137.50,22688,8,2014
Flight7468,42257,ORD-LAX,3.2,94,5:00:00 PM,350.00,64750,9,2015
Flight7469,41892,ORD-JFK,1.4,185,3:30:00 PM,250.00,41250,9,2014
Flight7470,42220,ORD-IAH,2.4,22,8:30:00 PM,220.00,40700,8,2015
Flight7471,42166,ORD-MCO,2.8,51,8:00:00 PM,275.00,45375,6,2015
Flight7472,42360,ORD-BOS,4.9,163,1:00:00 PM,420.00,69300,12,2015
Flight7473,42241,ORD-LGA,3,60,9:00:00 AM,302.50,49913,8,2015
Flight7474,41974,ORD-PHX,2.8,145,5:30:00 PM,250.00,46250,12,2014
Flight7475,41980,ORD-ATL,10.7,160,6:30:00 PM,200.00,33000,12,2014
Flight7476,41832,ORD-DTW,1.6,135,12:30:00 PM,126.50,23403,7,2014
Flight7477,42234,ORD-FLL,2.5,64,7:00:00 PM,330.00,59730,8,2015
Flight7478,41736,ORD-JFK,1.7,115,5:00:00 PM,250.00,46250,4,2014
Flight7479,41793,ORD-LAX,5.4,63,5:00:00 PM,385.00,69685,6,2014
Flight7480,42272,ORD-MSP,1.1,203,5:00:00 PM,115.00,18975,9,2015
Flight7481,41811,ORD-ATL,8.7,106,11:30:00 AM,220.00,40700,6,2014
Flight7482,42311,ORD-CLT,2.2,10,8:00:00 PM,125.00,23125,11,2015
Flight7483,41860,ORD-ATL,8.6,12,8:30:00 PM,220.00,40700,8,2014
Flight7484,41961,ORD-MSP,2.4,116,5:30:00 PM,115.00,21275,11,2014
Flight7485,41727,ORD-EWR,0.5,140,8:30:00 AM,225.00,41625,3,2014
Flight7486,42123,ORD-MIA,2.2,142,12:00:00 PM,300.00,55500,4,2015
Flight7487,42169,ORD-PHX,1.7,20,8:00:00 AM,275.00,50875,6,2015
Flight7488,42108,ORD-CLT,1.5,9,5:30:00 PM,125.00,23125,4,2015
Flight7489,41798,ORD-PHX,1.8,68,1:00:00 PM,275.00,49775,6,2014
Flight7490,41833,ORD-BOS,2.3,55,6:00:00 PM,330.00,54450,7,2014
Flight7491,41983,ORD-DTW,1,172,5:30:00 PM,115.00,18975,12,2014
Flight7492,41823,ORD-SFO,2.5,102,5:00:00 PM,412.50,76313,7,2014
Flight7493,42027,ORD-LAX,4.4,146,8:00:00 AM,350.00,64750,1,2015
Flight7494,41926,ORD-PHL,1.8,44,4:00:00 PM,275.00,45375,10,2014
Flight7495,42141,ORD-MIA,1.8,46,6:00:00 PM,300.00,49500,5,2015
Flight7496,41681,ORD-CLT,2.3,153,11:00:00 AM,125.00,20625,2,2014
Flight7497,42087,ORD-LAX,2.9,189,8:00:00 AM,350.00,57750,3,2015
Flight7498,42221,ORD-LGA,2.7,21,5:30:00 PM,302.50,55963,8,2015
Flight7499,41686,ORD-SEA,1.6,3,5:30:00 PM,350.00,64750,2,2014
Flight7500,42057,ORD-FLL,2.8,41,2:00:00 PM,300.00,49500,2,2015
Flight7501,42332,ORD-ATL,17.7,83,6:30:00 PM,300.00,54300,11,2015
Flight7502,41868,ORD-LAS,2.7,148,6:00:00 PM,302.50,55963,8,2014
Flight7503,42188,ORD-ATL,11.5,198,5:00:00 PM,220.00,36300,7,2015
Flight7504,42271,ORD-CLT,2.3,9,6:00:00 PM,125.00,23125,9,2015
Flight7505,42174,ORD-LAS,1.8,169,8:00:00 AM,302.50,49913,6,2015
Flight7506,42325,ORD-LGA,1.9,145,6:00:00 PM,275.00,50875,11,2015
Flight7507,41713,ORD-DCA,1.8,54,3:00:00 PM,5000.00,825000,3,2014
Flight7508,41676,ORD-SFO,3,172,3:00:00 PM,375.00,61875,2,2014
Flight7509,42347,ORD-DEN,2.2,19,6:30:00 PM,300.00,55500,12,2015
Flight7510,41829,ORD-PHX,1.9,103,7:00:00 AM,275.00,50875,7,2014
Flight7511,41861,ORD-PHL,3.1,47,5:30:00 PM,302.50,49913,8,2014
Flight7512,41884,ORD-LAS,0.4,128,5:00:00 PM,275.00,50875,9,2014
Flight7513,41673,ORD-DTW,3.5,70,9:00:00 PM,115.00,20815,2,2014
Flight7514,41692,ORD-DEN,1.6,84,8:00:00 PM,300.00,54300,2,2014
Flight7515,42335,ORD-SLC,3.4,57,6:30:00 PM,435.00,71775,11,2015
Flight7516,42261,ORD-SFO,1.6,81,8:30:00 PM,375.00,67875,9,2015
Flight7517,42367,ORD-ATL,11.1,185,7:00:00 PM,200.00,33000,12,2015
Flight7518,42317,ORD-DEN,1.4,31,7:30:00 AM,300.00,55500,11,2015
Flight7519,41977,ORD-ATL,7.5,44,5:00:00 PM,200.00,33000,12,2014
Flight7520,41896,ORD-DEN,2,154,7:00:00 AM,300.00,49500,9,2014
Flight7521,42049,ORD-CLT,3.3,21,8:30:00 AM,125.00,23125,2,2015
Flight7522,42188,ORD-ATL,7,29,7:00:00 AM,220.00,40700,7,2015
Flight7523,41970,ORD-CLT,6.8,6,5:30:00 PM,187.50,34688,11,2014
Flight7524,41996,ORD-PHL,3.5,84,6:30:00 PM,385.00,69685,12,2014
Flight7525,42133,ORD-MCO,3,72,2:30:00 PM,250.00,45250,5,2015
Flight7526,41891,ORD-LGA,1.2,42,8:30:00 AM,275.00,45375,9,2014
Flight7527,42334,ORD-MIA,4.9,13,7:30:00 AM,450.00,83250,11,2015
Flight7528,42256,ORD-PHL,2.5,32,7:00:00 AM,275.00,50875,9,2015
Flight7529,42128,ORD-LGA,1.8,83,7:00:00 PM,275.00,49775,5,2015
Flight7530,41888,ORD-DEN,2.1,20,9:00:00 AM,300.00,55500,9,2014
Flight7531,42226,ORD-PHL,1.8,201,8:00:00 AM,302.50,49913,8,2015
Flight7532,41817,ORD-BOS,1,159,8:00:00 AM,330.00,54450,6,2014
Flight7533,42157,ORD-SEA,4.1,147,6:00:00 PM,385.00,71225,6,2015
Flight7534,42251,ORD-SFO,1.7,139,9:00:00 PM,375.00,69375,9,2015
Flight7535,42140,ORD-PHL,2.1,187,7:30:00 PM,275.00,45375,5,2015
Flight7536,41849,ORD-ATL,10.5,106,7:00:00 AM,220.00,40700,7,2014
Flight7537,41886,ORD-SFO,3.4,76,6:00:00 PM,375.00,67875,9,2014
Flight7538,41771,ORD-MCO,3.2,169,4:30:00 PM,250.00,41250,5,2014
Flight7539,42026,ORD-DFW,2.6,89,6:00:00 PM,200.00,36200,1,2015
Flight7540,41942,ORD-SFO,2.3,23,6:00:00 PM,375.00,69375,10,2014
Flight7541,42342,ORD-BOS,3.6,141,6:00:00 PM,300.00,55500,12,2015
Flight7542,42207,ORD-DEN,2.5,192,7:30:00 AM,330.00,54450,7,2015
Flight7543,41759,ORD-JFK,3.5,188,8:00:00 PM,250.00,41250,4,2014
Flight7544,42115,ORD-JFK,1.8,9,5:00:00 PM,250.00,46250,4,2015
Flight7545,41908,ORD-SEA,3,81,7:00:00 PM,350.00,63350,9,2014
Flight7546,42339,ORD-LAS,2.4,14,7:00:00 PM,275.00,50875,12,2015
Flight7547,42290,ORD-ATL,9.1,96,5:30:00 PM,200.00,37000,10,2015
Flight7548,42308,ORD-MIA,1.5,173,4:00:00 PM,300.00,49500,10,2015
Flight7549,41976,ORD-PHX,2.4,34,7:00:00 PM,250.00,46250,12,2014
Flight7550,42157,ORD-LAX,6.4,17,4:00:00 PM,385.00,71225,6,2015
Flight7551,42001,ORD-ATL,14.9,77,2:00:00 PM,280.00,50680,12,2014
Flight7552,42139,ORD-JFK,1.6,52,9:00:00 PM,250.00,41250,5,2015
Flight7553,42124,ORD-LGA,2.4,55,5:00:00 PM,275.00,45375,4,2015
Flight7554,42314,ORD-DEN,1.8,9,8:00:00 AM,300.00,55500,11,2015
Flight7555,41684,ORD-ATL,10.7,181,5:00:00 PM,200.00,33000,2,2014
Flight7556,41974,ORD-LGA,1.5,95,8:00:00 PM,275.00,50875,12,2014
Flight7557,41997,ORD-MIA,2.8,198,8:00:00 PM,420.00,69300,12,2014
Flight7558,42028,ORD-SEA,2.1,140,5:30:00 PM,350.00,64750,1,2015
Flight7559,41856,ORD-SFO,2.3,60,7:00:00 AM,412.50,68063,8,2014
Flight7560,41781,ORD-DFW,2.7,75,8:00:00 PM,200.00,36200,5,2014
Flight7561,42237,ORD-ATL,10.5,7,6:30:00 PM,220.00,40700,8,2015
Flight7562,41897,ORD-IAH,1.6,37,9:00:00 PM,200.00,33000,9,2014
Flight7563,42163,ORD-PHX,1.6,122,5:30:00 PM,275.00,50875,6,2015
Flight7564,42265,ORD-ATL,7.8,90,5:00:00 PM,200.00,36200,9,2015
Flight7565,42157,ORD-MIA,0.7,22,9:00:00 PM,330.00,61050,6,2015
Flight7566,41984,ORD-FLL,2,127,5:30:00 PM,300.00,55500,12,2014
Flight7567,42025,ORD-SEA,3.2,184,4:30:00 PM,350.00,57750,1,2015
Flight7568,42327,ORD-PHL,1.7,54,6:00:00 PM,275.00,45375,11,2015
Flight7569,41738,ORD-IAH,2.6,194,12:00:00 PM,200.00,33000,4,2014
Flight7570,41819,ORD-JFK,1.3,205,11:30:00 AM,275.00,45375,6,2014
Flight7571,42021,ORD-BOS,3.3,128,5:00:00 PM,300.00,55500,1,2015
Flight7572,42040,ORD-LAS,2.3,70,7:00:00 AM,275.00,49775,2,2015
Flight7573,42276,ORD-PHX,2.8,115,7:00:00 AM,250.00,46250,9,2015
Flight7574,42312,ORD-DEN,1.9,171,10:00:00 AM,300.00,49500,11,2015
Flight7575,41891,ORD-CLT,1.9,118,7:00:00 PM,125.00,23125,9,2014
Flight7576,41870,ORD-IAH,2.7,192,8:00:00 AM,220.00,36300,8,2014
Flight7577,41936,ORD-PHX,2.7,165,7:00:00 AM,250.00,41250,10,2014
Flight7578,41862,ORD-PHX,3.3,209,5:00:00 PM,275.00,45375,8,2014
Flight7579,42231,ORD-MIA,2,5,8:00:00 AM,330.00,61050,8,2015
Flight7580,41943,ORD-CLT,2,159,8:30:00 AM,125.00,20625,10,2014
Flight7581,42243,ORD-DEN,2.8,210,7:00:00 PM,330.00,54450,8,2015
Flight7582,42360,ORD-CLT,2.9,86,12:00:00 PM,175.00,31675,12,2015
Flight7583,42204,ORD-BWI,1.9,94,6:30:00 PM,264.00,48840,7,2015
Flight7584,42166,ORD-JFK,2.5,108,5:00:00 PM,275.00,50875,6,2015
Flight7585,42259,ORD-LAX,3,42,3:00:00 PM,350.00,57750,9,2015
Flight7586,41966,ORD-BOS,1.9,89,5:00:00 PM,300.00,54300,11,2014
Flight7587,42233,ORD-SEA,2.9,92,8:00:00 AM,385.00,71225,8,2015
Flight7588,41682,ORD-DTW,3,137,7:00:00 AM,115.00,21275,2,2014
Flight7589,42331,ORD-MCO,7,99,5:00:00 PM,375.00,69375,11,2015
Flight7590,42205,ORD-PHX,1.2,84,7:00:00 PM,275.00,49775,7,2015
Flight7591,41791,ORD-PHX,1.7,68,7:00:00 AM,275.00,49775,6,2014
Flight7592,42315,ORD-FLL,2.1,13,6:00:00 PM,300.00,55500,11,2015
Flight7593,42301,ORD-DTW,1.5,160,7:30:00 AM,115.00,18975,10,2015
