Segments,VariableName,VariableCount
Young Affluent Mobiles,Number of Children 0-17 Living at Home: 2 ,104213
Upscale Matures,Number of Children 0-17 Living at Home: 2 ,8687
Elite Households,Number of Children 0-17 Living at Home: 2 ,1131507
Young Upscale Families,Number of Children 0-17 Living at Home: 2 ,1219247
Elder Midscale Class,Number of Children 0-17 Living at Home: 2 ,29768
Comfortable Retirees,Number of Children 0-17 Living at Home: 2 ,37216
Mass Markets,Number of Children 0-17 Living at Home: 2 ,1388431
Young Urban Masses,Number of Children 0-17 Living at Home: 2 ,776762
Diverse Workers,Number of Children 0-17 Living at Home: 2 ,797837
Modest Families,Number of Children 0-17 Living at Home: 2 ,504940
Well-heeled Affluents,Number of Children 0-17 Living at Home: 3 ,54591
Prosperous Acheivers,Number of Children 0-17 Living at Home: 3 ,22322
Young Affluent Mobiles,Number of Children 0-17 Living at Home: 3 ,28535
Upscale Matures,Number of Children 0-17 Living at Home: 3 ,2482
Elite Households,Number of Children 0-17 Living at Home: 3 ,375919
Young Upscale Families,Number of Children 0-17 Living at Home: 3 ,425420
Elder Midscale Class,Number of Children 0-17 Living at Home: 3 ,22326
Comfortable Retirees,Number of Children 0-17 Living at Home: 3 ,16124
Mass Markets,Number of Children 0-17 Living at Home: 3 ,734560
Young Urban Masses,Number of Children 0-17 Living at Home: 3 ,415690
Diverse Workers,Number of Children 0-17 Living at Home: 3 ,426823
Modest Families,Number of Children 0-17 Living at Home: 3 ,267979
Well-heeled Affluents,Number of Children 0-17 Living at Home: 4 ,7445
Prosperous Acheivers,Number of Children 0-17 Living at Home: 4 ,7441
Young Affluent Mobiles,Number of Children 0-17 Living at Home: 4 ,17369
Upscale Matures,Number of Children 0-17 Living at Home: 4 ,0
Elite Households,Number of Children 0-17 Living at Home: 4 ,111658
Young Upscale Families,Number of Children 0-17 Living at Home: 4 ,127754
Elder Midscale Class,Number of Children 0-17 Living at Home: 4 ,3721
Comfortable Retirees,Number of Children 0-17 Living at Home: 4 ,3723
Mass Markets,Number of Children 0-17 Living at Home: 4 ,235749
Young Urban Masses,Number of Children 0-17 Living at Home: 4 ,146426
Diverse Workers,Number of Children 0-17 Living at Home: 4 ,169989
Modest Families,Number of Children 0-17 Living at Home: 4 ,126545
Well-heeled Affluents,Number of Children 0-17 Living at Home: 5+ ,4963
Prosperous Acheivers,Number of Children 0-17 Living at Home: 5+ ,2484
Young Affluent Mobiles,Number of Children 0-17 Living at Home: 5+ ,2482
Upscale Matures,Number of Children 0-17 Living at Home: 5+ ,0
Elite Households,Number of Children 0-17 Living at Home: 5+ ,39704
Young Upscale Families,Number of Children 0-17 Living at Home: 5+ ,50862
Elder Midscale Class,Number of Children 0-17 Living at Home: 5+ ,1241
Comfortable Retirees,Number of Children 0-17 Living at Home: 5+ ,2480
Mass Markets,Number of Children 0-17 Living at Home: 5+ ,112918
Young Urban Masses,Number of Children 0-17 Living at Home: 5+ ,54599
Diverse Workers,Number of Children 0-17 Living at Home: 5+ ,70725
Modest Families,Number of Children 0-17 Living at Home: 5+ ,59550
Well-heeled Affluents,Number of Children 0-17 Living at Home: Any Child ,667507
Prosperous Acheivers,Number of Children 0-17 Living at Home: Any Child ,342332
Young Affluent Mobiles,Number of Children 0-17 Living at Home: Any Child ,297752
Upscale Matures,Number of Children 0-17 Living at Home: Any Child ,29780
Elite Households,Number of Children 0-17 Living at Home: Any Child ,2462689
Young Upscale Families,Number of Children 0-17 Living at Home: Any Child ,3079847
Elder Midscale Class,Number of Children 0-17 Living at Home: Any Child ,162482
Comfortable Retirees,Number of Children 0-17 Living at Home: Any Child ,152577
Mass Markets,Number of Children 0-17 Living at Home: Any Child ,4232304
Young Urban Masses,Number of Children 0-17 Living at Home: Any Child ,2376229
Diverse Workers,Number of Children 0-17 Living at Home: Any Child ,2665308
Modest Families,Number of Children 0-17 Living at Home: Any Child ,1604148
Well-heeled Affluents,Number of Children 0-17 Living at Home: None ,1902009
Prosperous Acheivers,Number of Children 0-17 Living at Home: None ,3207992
Young Affluent Mobiles,Number of Children 0-17 Living at Home: None ,5107358
Upscale Matures,Number of Children 0-17 Living at Home: None ,2847851
Elite Households,Number of Children 0-17 Living at Home: None ,1188443
Young Upscale Families,Number of Children 0-17 Living at Home: None ,3187363
Elder Midscale Class,Number of Children 0-17 Living at Home: None ,4834892
Comfortable Retirees,Number of Children 0-17 Living at Home: None ,3207604
Mass Markets,Number of Children 0-17 Living at Home: None ,4326288
Young Urban Masses,Number of Children 0-17 Living at Home: None ,4030206
Diverse Workers,Number of Children 0-17 Living at Home: None ,6463040
Modest Families,Number of Children 0-17 Living at Home: None ,2177308
Well-heeled Affluents,Often Seek Advice of Others Before Buying- Agree ,569198
Prosperous Acheivers,Often Seek Advice of Others Before Buying- Agree ,762243
Young Affluent Mobiles,Often Seek Advice of Others Before Buying- Agree ,1264687
Upscale Matures,Often Seek Advice of Others Before Buying- Agree ,588952
Elite Households,Often Seek Advice of Others Before Buying- Agree ,826854
Young Upscale Families,Often Seek Advice of Others Before Buying- Agree ,1374314
Elder Midscale Class,Often Seek Advice of Others Before Buying- Agree ,1049665
Comfortable Retirees,Often Seek Advice of Others Before Buying- Agree ,676434
Mass Markets,Often Seek Advice of Others Before Buying- Agree ,1975232
Young Urban Masses,Often Seek Advice of Others Before Buying- Agree ,1464004
Diverse Workers,Often Seek Advice of Others Before Buying- Agree ,1943824
Modest Families,Often Seek Advice of Others Before Buying- Agree ,904521
Well-heeled Affluents,Order Any Items by Internet- $200+- 1yr ,722877
Prosperous Acheivers,Order Any Items by Internet- $200+- 1yr ,822501
Young Affluent Mobiles,Order Any Items by Internet- $200+- 1yr ,1409738
Upscale Matures,Order Any Items by Internet- $200+- 1yr ,444613
Elite Households,Order Any Items by Internet- $200+- 1yr ,1090016
Young Upscale Families,Order Any Items by Internet- $200+- 1yr ,1397320
Elder Midscale Class,Order Any Items by Internet- $200+- 1yr ,462243
Comfortable Retirees,Order Any Items by Internet- $200+- 1yr ,112156
Mass Markets,Order Any Items by Internet- $200+- 1yr ,1212921
Young Urban Masses,Order Any Items by Internet- $200+- 1yr ,841574
Diverse Workers,Order Any Items by Internet- $200+- 1yr ,551054
Modest Families,Order Any Items by Internet- $200+- 1yr ,244072
Well-heeled Affluents,Order Any Items by Internet- $50+- 1yr ,830970
Prosperous Acheivers,Order Any Items by Internet- $50+- 1yr ,991205
Young Affluent Mobiles,Order Any Items by Internet- $50+- 1yr ,1674815
Upscale Matures,Order Any Items by Internet- $50+- 1yr ,566694
Elite Households,Order Any Items by Internet- $50+- 1yr ,1271228
Young Upscale Families,Order Any Items by Internet- $50+- 1yr ,1780961
Elder Midscale Class,Order Any Items by Internet- $50+- 1yr ,666875
Comfortable Retirees,Order Any Items by Internet- $50+- 1yr ,162266
Mass Markets,Order Any Items by Internet- $50+- 1yr ,1797502
Young Urban Masses,Order Any Items by Internet- $50+- 1yr ,1279278
Diverse Workers,Order Any Items by Internet- $50+- 1yr ,901634
Modest Families,Order Any Items by Internet- $50+- 1yr ,402244
Well-heeled Affluents,Order Any Items by Internet- <$50- 1yr ,19902
Prosperous Acheivers,Order Any Items by Internet- <$50- 1yr ,36715
Young Affluent Mobiles,Order Any Items by Internet- <$50- 1yr ,54815
Upscale Matures,Order Any Items by Internet- <$50- 1yr ,21018
Elite Households,Order Any Items by Internet- <$50- 1yr ,34356
Young Upscale Families,Order Any Items by Internet- <$50- 1yr ,74026
Elder Midscale Class,Order Any Items by Internet- <$50- 1yr ,61896
Comfortable Retirees,Order Any Items by Internet- <$50- 1yr ,28891
Mass Markets,Order Any Items by Internet- <$50- 1yr ,150753
Young Urban Masses,Order Any Items by Internet- <$50- 1yr ,109963
Diverse Workers,Order Any Items by Internet- <$50- 1yr ,183868
Modest Families,Order Any Items by Internet- <$50- 1yr ,63714
Well-heeled Affluents,Order Any Items by Internet- 1yr ,897805
Prosperous Acheivers,Order Any Items by Internet- 1yr ,1103993
Young Affluent Mobiles,Order Any Items by Internet- 1yr ,1863016
Upscale Matures,Order Any Items by Internet- 1yr ,634119
Elite Households,Order Any Items by Internet- 1yr ,1418590
Young Upscale Families,Order Any Items by Internet- 1yr ,1998319
Elder Midscale Class,Order Any Items by Internet- 1yr ,806304
Comfortable Retirees,Order Any Items by Internet- 1yr ,213676
Mass Markets,Order Any Items by Internet- 1yr ,2151520
Young Urban Masses,Order Any Items by Internet- 1yr ,1513862
Diverse Workers,Order Any Items by Internet- 1yr ,1200804
Modest Families,Order Any Items by Internet- 1yr ,522036
Well-heeled Affluents,Order from Bestbuy.com- 1yr ,76044
Prosperous Acheivers,Order from Bestbuy.com- 1yr ,77180
Young Affluent Mobiles,Order from Bestbuy.com- 1yr ,171082
Upscale Matures,Order from Bestbuy.com- 1yr ,36265
Elite Households,Order from Bestbuy.com- 1yr ,143144
Young Upscale Families,Order from Bestbuy.com- 1yr ,188036
Elder Midscale Class,Order from Bestbuy.com- 1yr ,43221
Comfortable Retirees,Order from Bestbuy.com- 1yr ,9259
Mass Markets,Order from Bestbuy.com- 1yr ,167420
Young Urban Masses,Order from Bestbuy.com- 1yr ,138402
Diverse Workers,Order from Bestbuy.com- 1yr ,82683
Modest Families,Order from Bestbuy.com- 1yr ,53965
Well-heeled Affluents,Order from costco.com- 1yr ,64011
Prosperous Acheivers,Order from costco.com- 1yr ,80543
Young Affluent Mobiles,Order from costco.com- 1yr ,113785
Upscale Matures,Order from costco.com- 1yr ,38487
Elite Households,Order from costco.com- 1yr ,82974
Young Upscale Families,Order from costco.com- 1yr ,99449
Elder Midscale Class,Order from costco.com- 1yr ,37048
Comfortable Retirees,Order from costco.com- 1yr ,5770
Mass Markets,Order from costco.com- 1yr ,58286
Young Urban Masses,Order from costco.com- 1yr ,71731
Diverse Workers,Order from costco.com- 1yr ,18713
Modest Families,Order from costco.com- 1yr ,7197
Well-heeled Affluents,Order from homedepot.com- 1yr ,63275
Prosperous Acheivers,Order from homedepot.com- 1yr ,76029
Young Affluent Mobiles,Order from homedepot.com- 1yr ,110381
Upscale Matures,Order from homedepot.com- 1yr ,35802
Elite Households,Order from homedepot.com- 1yr ,85439
Young Upscale Families,Order from homedepot.com- 1yr ,109118
Elder Midscale Class,Order from homedepot.com- 1yr ,41096
Comfortable Retirees,Order from homedepot.com- 1yr ,14619
Mass Markets,Order from homedepot.com- 1yr ,107155
Young Urban Masses,Order from homedepot.com- 1yr ,58961
Diverse Workers,Order from homedepot.com- 1yr ,28677
Modest Families,Order from homedepot.com- 1yr ,12633
Well-heeled Affluents,Order from Walmart.com- 1yr ,84871
Prosperous Acheivers,Order from Walmart.com- 1yr ,145647
Young Affluent Mobiles,Order from Walmart.com- 1yr ,220073
Upscale Matures,Order from Walmart.com- 1yr ,73281
Elite Households,Order from Walmart.com- 1yr ,192957
Young Upscale Families,Order from Walmart.com- 1yr ,328711
Elder Midscale Class,Order from Walmart.com- 1yr ,141001
Comfortable Retirees,Order from Walmart.com- 1yr ,45651
Mass Markets,Order from Walmart.com- 1yr ,443591
Young Urban Masses,Order from Walmart.com- 1yr ,277657
Diverse Workers,Order from Walmart.com- 1yr ,289949
Modest Families,Order from Walmart.com- 1yr ,128813
Well-heeled Affluents,Own Burglar Alarm ,705964
Prosperous Acheivers,Own Burglar Alarm ,898136
Young Affluent Mobiles,Own Burglar Alarm ,1010043
Upscale Matures,Own Burglar Alarm ,611749
Elite Households,Own Burglar Alarm ,955271
Young Upscale Families,Own Burglar Alarm ,1324885
Elder Midscale Class,Own Burglar Alarm ,591801
Comfortable Retirees,Own Burglar Alarm ,240645
Mass Markets,Own Burglar Alarm ,1212199
Young Urban Masses,Own Burglar Alarm ,377222
Diverse Workers,Own Burglar Alarm ,708572
Modest Families,Own Burglar Alarm ,143914
Well-heeled Affluents,People Ask Me for Purchasing Advice- Agree ,434449
Prosperous Acheivers,People Ask Me for Purchasing Advice- Agree ,550384
Young Affluent Mobiles,People Ask Me for Purchasing Advice- Agree ,1096287
Upscale Matures,People Ask Me for Purchasing Advice- Agree ,387023
Elite Households,People Ask Me for Purchasing Advice- Agree ,702844
Young Upscale Families,People Ask Me for Purchasing Advice- Agree ,1070925
Elder Midscale Class,People Ask Me for Purchasing Advice- Agree ,695804
Comfortable Retirees,People Ask Me for Purchasing Advice- Agree ,453457
Mass Markets,People Ask Me for Purchasing Advice- Agree ,1697303
Young Urban Masses,People Ask Me for Purchasing Advice- Agree ,1236042
Diverse Workers,People Ask Me for Purchasing Advice- Agree ,1579895
Modest Families,People Ask Me for Purchasing Advice- Agree ,852079
Well-heeled Affluents,Prefer Products With the Latest Technology- Agree ,673420
Prosperous Acheivers,Prefer Products With the Latest Technology- Agree ,894410
Young Affluent Mobiles,Prefer Products With the Latest Technology- Agree ,1583489
Upscale Matures,Prefer Products With the Latest Technology- Agree ,667994
Elite Households,Prefer Products With the Latest Technology- Agree ,1022352
Young Upscale Families,Prefer Products With the Latest Technology- Agree ,1682411
Elder Midscale Class,Prefer Products With the Latest Technology- Agree ,1141297
Comfortable Retirees,Prefer Products With the Latest Technology- Agree ,726376
Mass Markets,Prefer Products With the Latest Technology- Agree ,2229801
Young Urban Masses,Prefer Products With the Latest Technology- Agree ,1651877
Diverse Workers,Prefer Products With the Latest Technology- Agree ,2082794
Modest Families,Prefer Products With the Latest Technology- Agree ,932759
Well-heeled Affluents,Prefer To Shop At Specialized Stores- Agree ,686158
Prosperous Acheivers,Prefer To Shop At Specialized Stores- Agree ,892786
Young Affluent Mobiles,Prefer To Shop At Specialized Stores- Agree ,1331151
Upscale Matures,Prefer To Shop At Specialized Stores- Agree ,698494
Elite Households,Prefer To Shop At Specialized Stores- Agree ,963452
Young Upscale Families,Prefer To Shop At Specialized Stores- Agree ,1532668
Elder Midscale Class,Prefer To Shop At Specialized Stores- Agree ,1131465
Comfortable Retirees,Prefer To Shop At Specialized Stores- Agree ,695557
Mass Markets,Prefer To Shop At Specialized Stores- Agree ,2021799
Young Urban Masses,Prefer To Shop At Specialized Stores- Agree ,1567886
Diverse Workers,Prefer To Shop At Specialized Stores- Agree ,2099432
Modest Families,Prefer To Shop At Specialized Stores- Agree ,928401
Well-heeled Affluents,Price Is More Important than Brand Names- Agree ,874881
Prosperous Acheivers,Price Is More Important than Brand Names- Agree ,1234963
Young Affluent Mobiles,Price Is More Important than Brand Names- Agree ,1882546
Upscale Matures,Price Is More Important than Brand Names- Agree ,1015715
Elite Households,Price Is More Important than Brand Names- Agree ,1377813
Young Upscale Families,Price Is More Important than Brand Names- Agree ,2281066
Elder Midscale Class,Price Is More Important than Brand Names- Agree ,1787397
Comfortable Retirees,Price Is More Important than Brand Names- Agree ,1240547
Mass Markets,Price Is More Important than Brand Names- Agree ,3152588
Young Urban Masses,Price Is More Important than Brand Names- Agree ,2332275
Diverse Workers,Price Is More Important than Brand Names- Agree ,3308650
Modest Families,Price Is More Important than Brand Names- Agree ,1332094
Well-heeled Affluents,Radio Ads Appear at Inconvenient Moments- Agree ,491537
Prosperous Acheivers,Radio Ads Appear at Inconvenient Moments- Agree ,664907
Young Affluent Mobiles,Radio Ads Appear at Inconvenient Moments- Agree ,1034645
Upscale Matures,Radio Ads Appear at Inconvenient Moments- Agree ,432873
Elite Households,Radio Ads Appear at Inconvenient Moments- Agree ,732793
Young Upscale Families,Radio Ads Appear at Inconvenient Moments- Agree ,1182104
Elder Midscale Class,Radio Ads Appear at Inconvenient Moments- Agree ,876150
Comfortable Retirees,Radio Ads Appear at Inconvenient Moments- Agree ,489819
Mass Markets,Radio Ads Appear at Inconvenient Moments- Agree ,1638702
Young Urban Masses,Radio Ads Appear at Inconvenient Moments- Agree ,1227233
Diverse Workers,Radio Ads Appear at Inconvenient Moments- Agree ,1578891
Modest Families,Radio Ads Appear at Inconvenient Moments- Agree ,687241
Well-heeled Affluents,Radio Ads Are Alike- Agree ,449600
Prosperous Acheivers,Radio Ads Are Alike- Agree ,529082
Young Affluent Mobiles,Radio Ads Are Alike- Agree ,962852
Upscale Matures,Radio Ads Are Alike- Agree ,369633
Elite Households,Radio Ads Are Alike- Agree ,638869
Young Upscale Families,Radio Ads Are Alike- Agree ,968495
Elder Midscale Class,Radio Ads Are Alike- Agree ,707217
Comfortable Retirees,Radio Ads Are Alike- Agree ,435226
Mass Markets,Radio Ads Are Alike- Agree ,1457869
Young Urban Masses,Radio Ads Are Alike- Agree ,1120134
Diverse Workers,Radio Ads Are Alike- Agree ,1369358
Modest Families,Radio Ads Are Alike- Agree ,630658
Well-heeled Affluents,Radio Ads Are Repeated too Often- Agree ,666852
Prosperous Acheivers,Radio Ads Are Repeated too Often- Agree ,918831
Young Affluent Mobiles,Radio Ads Are Repeated too Often- Agree ,1401064
Upscale Matures,Radio Ads Are Repeated too Often- Agree ,640309
Elite Households,Radio Ads Are Repeated too Often- Agree ,984363
Young Upscale Families,Radio Ads Are Repeated too Often- Agree ,1559398
Elder Midscale Class,Radio Ads Are Repeated too Often- Agree ,1124906
Comfortable Retirees,Radio Ads Are Repeated too Often- Agree ,661875
Mass Markets,Radio Ads Are Repeated too Often- Agree ,2152991
Young Urban Masses,Radio Ads Are Repeated too Often- Agree ,1569471
Diverse Workers,Radio Ads Are Repeated too Often- Agree ,1990528
Modest Families,Radio Ads Are Repeated too Often- Agree ,825010
Well-heeled Affluents,Radio Ads Give Good Info on Consumer Prod Use- Agree ,335683
Prosperous Acheivers,Radio Ads Give Good Info on Consumer Prod Use- Agree ,429848
Young Affluent Mobiles,Radio Ads Give Good Info on Consumer Prod Use- Agree ,716041
Upscale Matures,Radio Ads Give Good Info on Consumer Prod Use- Agree ,334756
Elite Households,Radio Ads Give Good Info on Consumer Prod Use- Agree ,503821
Young Upscale Families,Radio Ads Give Good Info on Consumer Prod Use- Agree ,930788
Elder Midscale Class,Radio Ads Give Good Info on Consumer Prod Use- Agree ,685091
Comfortable Retirees,Radio Ads Give Good Info on Consumer Prod Use- Agree ,483225
Mass Markets,Radio Ads Give Good Info on Consumer Prod Use- Agree ,1386612
Young Urban Masses,Radio Ads Give Good Info on Consumer Prod Use- Agree ,985912
Diverse Workers,Radio Ads Give Good Info on Consumer Prod Use- Agree ,1428308
Modest Families,Radio Ads Give Good Info on Consumer Prod Use- Agree ,633012
Well-heeled Affluents,Radio Ads Give Good Info on New Products/Services- Agree ,442217
Prosperous Acheivers,Radio Ads Give Good Info on New Products/Services- Agree ,585251
Young Affluent Mobiles,Radio Ads Give Good Info on New Products/Services- Agree ,874472
Upscale Matures,Radio Ads Give Good Info on New Products/Services- Agree ,445731
Elite Households,Radio Ads Give Good Info on New Products/Services- Agree ,659339
Young Upscale Families,Radio Ads Give Good Info on New Products/Services- Agree ,1182378
Elder Midscale Class,Radio Ads Give Good Info on New Products/Services- Agree ,869587
Comfortable Retirees,Radio Ads Give Good Info on New Products/Services- Agree ,577042
Mass Markets,Radio Ads Give Good Info on New Products/Services- Agree ,1652135
Young Urban Masses,Radio Ads Give Good Info on New Products/Services- Agree ,1158655
Diverse Workers,Radio Ads Give Good Info on New Products/Services- Agree ,1698958
Modest Families,Radio Ads Give Good Info on New Products/Services- Agree ,672098
Well-heeled Affluents,Radio Ads Give Useful Info on Bargains- Agree ,445694
Prosperous Acheivers,Radio Ads Give Useful Info on Bargains- Agree ,590857
Young Affluent Mobiles,Radio Ads Give Useful Info on Bargains- Agree ,885061
Upscale Matures,Radio Ads Give Useful Info on Bargains- Agree ,425831
Elite Households,Radio Ads Give Useful Info on Bargains- Agree ,643105
Young Upscale Families,Radio Ads Give Useful Info on Bargains- Agree ,1177333
Elder Midscale Class,Radio Ads Give Useful Info on Bargains- Agree ,833595
Comfortable Retirees,Radio Ads Give Useful Info on Bargains- Agree ,553255
Mass Markets,Radio Ads Give Useful Info on Bargains- Agree ,1726717
Young Urban Masses,Radio Ads Give Useful Info on Bargains- Agree ,1177933
Diverse Workers,Radio Ads Give Useful Info on Bargains- Agree ,1777060
Modest Families,Radio Ads Give Useful Info on Bargains- Agree ,687371
Well-heeled Affluents,Radio Ads Have No Credibility- Agree ,335081
Prosperous Acheivers,Radio Ads Have No Credibility- Agree ,454065
Young Affluent Mobiles,Radio Ads Have No Credibility- Agree ,768336
Upscale Matures,Radio Ads Have No Credibility- Agree ,331889
Elite Households,Radio Ads Have No Credibility- Agree ,488338
Young Upscale Families,Radio Ads Have No Credibility- Agree ,743695
Elder Midscale Class,Radio Ads Have No Credibility- Agree ,613810
Comfortable Retirees,Radio Ads Have No Credibility- Agree ,345796
Mass Markets,Radio Ads Have No Credibility- Agree ,1182635
Young Urban Masses,Radio Ads Have No Credibility- Agree ,900070
Diverse Workers,Radio Ads Have No Credibility- Agree ,1259409
Modest Families,Radio Ads Have No Credibility- Agree ,548612
Well-heeled Affluents,"Residential Insurance, Preferred Service Channel: Local Agent ",1424899
Prosperous Acheivers,"Residential Insurance, Preferred Service Channel: Local Agent ",2103066
Young Affluent Mobiles,"Residential Insurance, Preferred Service Channel: Local Agent ",2356992
Upscale Matures,"Residential Insurance, Preferred Service Channel: Local Agent ",1865748
Elite Households,"Residential Insurance, Preferred Service Channel: Local Agent ",1914037
Young Upscale Families,"Residential Insurance, Preferred Service Channel: Local Agent ",3424585
Elder Midscale Class,"Residential Insurance, Preferred Service Channel: Local Agent ",3070713
Comfortable Retirees,"Residential Insurance, Preferred Service Channel: Local Agent ",1891844
Mass Markets,"Residential Insurance, Preferred Service Channel: Local Agent ",4272715
Young Urban Masses,"Residential Insurance, Preferred Service Channel: Local Agent ",1500852
Diverse Workers,"Residential Insurance, Preferred Service Channel: Local Agent ",3789299
Modest Families,"Residential Insurance, Preferred Service Channel: Local Agent ",736066
Well-heeled Affluents,"Residential Insurance, Preferred Service Channel: Phone ",1300116
Prosperous Acheivers,"Residential Insurance, Preferred Service Channel: Phone ",1642377
Young Affluent Mobiles,"Residential Insurance, Preferred Service Channel: Phone ",2322710
Upscale Matures,"Residential Insurance, Preferred Service Channel: Phone ",1251088
Elite Households,"Residential Insurance, Preferred Service Channel: Phone ",1756819
Young Upscale Families,"Residential Insurance, Preferred Service Channel: Phone ",2601980
Elder Midscale Class,"Residential Insurance, Preferred Service Channel: Phone ",1840996
Comfortable Retirees,"Residential Insurance, Preferred Service Channel: Phone ",996557
Mass Markets,"Residential Insurance, Preferred Service Channel: Phone ",3097449
Young Urban Masses,"Residential Insurance, Preferred Service Channel: Phone ",1432136
Diverse Workers,"Residential Insurance, Preferred Service Channel: Phone ",2308620
Modest Families,"Residential Insurance, Preferred Service Channel: Phone ",584180
Well-heeled Affluents,"Residential Insurance, Preferred Service Channel: Website ",1267576
Prosperous Acheivers,"Residential Insurance, Preferred Service Channel: Website ",1515924
Young Affluent Mobiles,"Residential Insurance, Preferred Service Channel: Website ",2894397
Upscale Matures,"Residential Insurance, Preferred Service Channel: Website ",990791
Elite Households,"Residential Insurance, Preferred Service Channel: Website ",1968474
Young Upscale Families,"Residential Insurance, Preferred Service Channel: Website ",3012435
Elder Midscale Class,"Residential Insurance, Preferred Service Channel: Website ",1578812
Comfortable Retirees,"Residential Insurance, Preferred Service Channel: Website ",766844
Mass Markets,"Residential Insurance, Preferred Service Channel: Website ",3639955
Young Urban Masses,"Residential Insurance, Preferred Service Channel: Website ",1817341
Diverse Workers,"Residential Insurance, Preferred Service Channel: Website ",2270699
Modest Families,"Residential Insurance, Preferred Service Channel: Website ",661937
Well-heeled Affluents,Shop at Ace Hardware- 1yr ,302179
Prosperous Acheivers,Shop at Ace Hardware- 1yr ,508186
Young Affluent Mobiles,Shop at Ace Hardware- 1yr ,530569
Upscale Matures,Shop at Ace Hardware- 1yr ,429657
Elite Households,Shop at Ace Hardware- 1yr ,372178
Young Upscale Families,Shop at Ace Hardware- 1yr ,689152
Elder Midscale Class,Shop at Ace Hardware- 1yr ,548978
Comfortable Retirees,Shop at Ace Hardware- 1yr ,270696
Mass Markets,Shop at Ace Hardware- 1yr ,809980
Young Urban Masses,Shop at Ace Hardware- 1yr ,463882
Diverse Workers,Shop at Ace Hardware- 1yr ,678346
Modest Families,Shop at Ace Hardware- 1yr ,212620
Well-heeled Affluents,Shop at Best Buy- 1yr ,435648
Prosperous Acheivers,Shop at Best Buy- 1yr ,552567
Young Affluent Mobiles,Shop at Best Buy- 1yr ,948253
Upscale Matures,Shop at Best Buy- 1yr ,320952
Elite Households,Shop at Best Buy- 1yr ,739033
Young Upscale Families,Shop at Best Buy- 1yr ,1057059
Elder Midscale Class,Shop at Best Buy- 1yr ,389013
Comfortable Retirees,Shop at Best Buy- 1yr ,155221
Mass Markets,Shop at Best Buy- 1yr ,1182850
Young Urban Masses,Shop at Best Buy- 1yr ,855769
Diverse Workers,Shop at Best Buy- 1yr ,764215
Modest Families,Shop at Best Buy- 1yr ,322331
Well-heeled Affluents,Shop at Costco- 6mo ,414095
Prosperous Acheivers,Shop at Costco- 6mo ,557603
Young Affluent Mobiles,Shop at Costco- 6mo ,796298
Upscale Matures,Shop at Costco- 6mo ,413429
Elite Households,Shop at Costco- 6mo ,620533
Young Upscale Families,Shop at Costco- 6mo ,809927
Elder Midscale Class,Shop at Costco- 6mo ,462700
Comfortable Retirees,Shop at Costco- 6mo ,135056
Mass Markets,Shop at Costco- 6mo ,667619
Young Urban Masses,Shop at Costco- 6mo ,579975
Diverse Workers,Shop at Costco- 6mo ,433450
Modest Families,Shop at Costco- 6mo ,163764
Well-heeled Affluents,Shop at Home Depot- 1yr ,784388
Prosperous Acheivers,Shop at Home Depot- 1yr ,1083897
Young Affluent Mobiles,Shop at Home Depot- 1yr ,1512374
Upscale Matures,Shop at Home Depot- 1yr ,753643
Elite Households,Shop at Home Depot- 1yr ,1128797
Young Upscale Families,Shop at Home Depot- 1yr ,1782493
Elder Midscale Class,Shop at Home Depot- 1yr ,1026869
Comfortable Retirees,Shop at Home Depot- 1yr ,411275
Mass Markets,Shop at Home Depot- 1yr ,1860138
Young Urban Masses,Shop at Home Depot- 1yr ,1205459
Diverse Workers,Shop at Home Depot- 1yr ,1407308
Modest Families,Shop at Home Depot- 1yr ,415842
Well-heeled Affluents,Shop at Target- 3mo ,589114
Prosperous Acheivers,Shop at Target- 3mo ,740577
Young Affluent Mobiles,Shop at Target- 3mo ,1259096
Upscale Matures,Shop at Target- 3mo ,489298
Elite Households,Shop at Target- 3mo ,985919
Young Upscale Families,Shop at Target- 3mo ,1388158
Elder Midscale Class,Shop at Target- 3mo ,691852
Comfortable Retirees,Shop at Target- 3mo ,306909
Mass Markets,Shop at Target- 3mo ,1580607
Young Urban Masses,Shop at Target- 3mo ,1168711
Diverse Workers,Shop at Target- 3mo ,992905
Modest Families,Shop at Target- 3mo ,428651
Well-heeled Affluents,Shop at Wal-Mart- 3mo ,624374
Prosperous Acheivers,Shop at Wal-Mart- 3mo ,976052
Young Affluent Mobiles,Shop at Wal-Mart- 3mo ,1289566
Upscale Matures,Shop at Wal-Mart- 3mo ,794071
Elite Households,Shop at Wal-Mart- 3mo ,1019469
Young Upscale Families,Shop at Wal-Mart- 3mo ,1852108
Elder Midscale Class,Shop at Wal-Mart- 3mo ,1493483
Comfortable Retirees,Shop at Wal-Mart- 3mo ,940619
Mass Markets,Shop at Wal-Mart- 3mo ,2852992
Young Urban Masses,Shop at Wal-Mart- 3mo ,1914022
Diverse Workers,Shop at Wal-Mart- 3mo ,2943974
Modest Families,Shop at Wal-Mart- 3mo ,1162476
Well-heeled Affluents,Tenure: Own Home ,2502514
Prosperous Acheivers,Tenure: Own Home ,3387854
Young Affluent Mobiles,Tenure: Own Home ,3754905
Upscale Matures,Tenure: Own Home ,2814341
Elite Households,Tenure: Own Home ,3146053
Young Upscale Families,Tenure: Own Home ,5310748
Elder Midscale Class,Tenure: Own Home ,4023743
Comfortable Retirees,Tenure: Own Home ,2528147
