Location,Location2,Location3,State,County,Land Area,WaterArea,Latitude,Longitude,Population Growth Rate,WhitePopulation,BlackPopulation,HispanicPopulation,AsianPopulation,HawaiianPopulation,IndianPopulation,OtherPopulation,MalePopulation,FemalePopulation,Number of Burgalaries reported,MedianAge,Crime Rate,Homicide Reported,CBSA_Type,FinanceNumber,Property Crime Rate,Housing Construction,HouseholdsPerZipCode,AverageHouseValue,Elevation
South Carolina|Port Royal ,Port Royal ,Port Royal ,SC,Beaufort,1.1525,0.4805,32.385183,-80.697409,2.71%,1201,565,124,56,4,29,50,860,983,9,32.1,342,0.5,Metro,457120,153,-8.99%,893,144400,11
South Carolina|Prosperity ,Prosperity ,Prosperity ,SC,Newberry,51.2735,6.0765,34.189934,-81.504966,5.42%,3351,774,63,13,6,30,29,2050,2117,1,46.2,27,,Micro,457200,13,6.07%,1739,163800,503
South Carolina|Ridgeland ,Ridgeland ,Ridgeland ,SC,Jasper,118.6025,2.7255,32.497686,-80.95528,-1.40%,3115,3133,779,40,4,62,409,3573,3104,3,34.8,176,,Metro,457380,84.5,1.84%,2192,100500,62
South Carolina|Rock Hill ,Rock Hill ,Rock Hill ,SC,York,86.7445,1.499,34.885711,-81.020911,0.03%,14869,10349,948,326,16,747,460,12431,13752,128,34.9,2728,2.5,Metro,457520,1185.5,0.19%,10140,123300,756
South Carolina|Saluda ,Saluda ,Saluda ,SC,Saluda,110.59,1.124,34.021663,-81.777177,4.26%,2845,1673,1197,24,32,44,910,2726,2716,5,35.5,70,,Metro,457820,29,6.01%,1954,90200,483
South Carolina|Santee ,Santee ,Santee ,SC,Orangeburg,25.8415,3.2585,33.468821,-80.529717,-5.77%,754,1668,29,26,0,20,14,1131,1314,6,43.9,129,,Micro,457880,58,1.28%,971,103800,245
South Carolina|Scranton ,Scranton ,Scranton ,SC,Florence,36.2095,0.021,33.935251,-79.769424,-0.93%,1963,720,71,6,2,20,59,1291,1443,0,39.2,4,,Metro,457960,2,-0.42%,1047,62000,149
South Carolina|Seneca ,Seneca ,Seneca ,SC,Oconee,58.908,10.649,34.75486,-82.946642,0.90%,5519,295,162,89,3,35,68,2925,3009,12,49.3,234,,Micro,458040,101.5,1.33%,2535,205400,1027
South Carolina|Simpsonville ,Simpsonville ,Simpsonville ,SC,Greenville,36.191,0.3175,34.694454,-82.295983,1.18%,10512,2626,1016,230,29,72,474,6907,6736,21,35.7,883,,Metro,458180,412.5,0.22%,4782,157200,970
South Carolina|Spartanburg ,Spartanburg ,Spartanburg ,SC,Spartanburg,86.1905,0.8465,34.933641,-82.010242,1.00%,8710,5316,1736,679,14,157,1001,7503,8023,119,36.1,2801,1,Metro,458320,1218,1.09%,5991,122300,816
South Carolina|Summerville ,Summerville ,Summerville ,SC,Dorchester,85.509,0.3175,33.09643,-80.19527,0.84%,25098,7410,1748,565,61,483,759,16027,17339,54,34.7,1758,,Metro,458480,809.5,1.08%,12258,158300,102
South Carolina|Sumter ,Sumter ,Sumter ,SC,Sumter,132.6435,0.8005,33.874579,-80.354089,-1.09%,8950,10491,700,350,32,151,373,9310,10706,124,35.6,2259,0.5,Metro,458520,966.5,0.91%,7825,105700,169
South Carolina|Swansea ,Swansea ,Swansea ,SC,Lexington,58.629,0.5965,33.727277,-81.097007,1.84%,3185,853,135,20,4,60,69,2030,2098,1,39.6,42,,Metro,458560,20,3.37%,1626,86500,360
South Carolina|Travelers Rest ,Travelers Rest ,Travelers Rest ,SC,Greenville,52.9265,0.819,35.076598,-82.412888,1.75%,9459,841,279,77,7,79,144,5136,5321,1,37.5,310,,Metro,458800,154,1.56%,3735,119700,970
South Carolina|Turbeville ,Turbeville ,Turbeville ,SC,Clarendon,16.767,0.0235,33.874858,-79.997876,11.31%,1207,809,63,8,2,9,40,1349,712,1,27.9,23,,,458880,10.5,3.81%,512,75400,91
South Carolina|Union ,Union ,Union ,SC,Union,127.6915,0.429,34.68016,-81.638658,-4.99%,6332,3243,104,44,9,45,43,4513,5081,21,41.7,438,1.5,Metro,458940,187,-2.06%,3983,78700,641
South Carolina|Wagener ,Wagener ,Wagener ,SC,Aiken,50.4535,0.4555,33.649008,-81.415754,11.38%,1592,737,57,7,3,36,30,1139,1206,0,40,35,,Metro,459080,17.5,5.32%,917,70700,490
South Carolina|Walhalla ,Walhalla ,Walhalla ,SC,Oconee,34.287,0.1765,34.797241,-83.071443,-6.69%,5004,223,721,33,4,37,451,2811,2856,7,38.6,97,,Micro,459100,40,-4.73%,2217,115400,1027
South Carolina|Walterboro ,Walterboro ,Walterboro ,SC,Colleton,115.044,0.295,32.918354,-80.699316,1.51%,6274,4632,348,80,9,116,188,5293,5817,16,38.7,595,0.5,,459140,273,0.77%,4248,92800,69
South Carolina|Ware Shoals ,Ware Shoals ,Ware Shoals ,SC,Greenwood,24.1605,0.346,34.407472,-82.214584,-7.90%,2052,362,35,6,1,15,25,1163,1266,10,41.9,165,,Micro,459220,69.5,-1.43%,988,69400,665
South Carolina|Westminster ,Westminster ,Westminster ,SC,Oconee,83.1955,2.63,34.654352,-83.125615,1.46%,6661,358,213,30,5,70,118,3509,3599,5,42.1,108,,Micro,459360,49,1.75%,2871,103600,1027
South Carolina|Whitmire ,Whitmire ,Whitmire ,SC,Newberry,73.2055,0.2415,34.48658,-81.571043,1.34%,1203,481,26,5,1,17,9,829,860,2,43.5,36,,Micro,459520,16,0.99%,716,51000,503
South Carolina|Williamston ,Williamston ,Williamston ,SC,Anderson,19.2255,0.2295,34.641331,-82.544862,9.01%,5353,527,341,25,1,33,248,2976,3128,8,37.7,168,,Metro,459600,75,6.37%,2278,98700,771
South Carolina|Williston ,Williston ,Williston ,SC,Barnwell,55.377,0.6335,33.406037,-81.407227,-0.08%,1812,1454,51,7,1,58,25,1575,1715,10,39.5,106,0.5,,459640,42,6.80%,1335,73400,223
South Carolina|Winnsboro ,Winnsboro ,Winnsboro ,SC,Fairfield,152.496,2.226,34.357979,-81.059476,2.41%,2662,4417,134,33,5,36,78,3377,3757,6,40.4,201,0.5,Metro,459720,94,6.89%,2820,87700,539
South Carolina|Woodruff ,Woodruff ,Woodruff ,SC,Spartanburg,48.9125,0.3665,34.771021,-82.030258,-1.56%,5974,1069,318,52,14,44,220,3529,3707,9,39.7,159,,Metro,459800,68,-2.79%,2759,95300,816
South Carolina|York ,York ,York ,SC,York,67.576,2.1625,34.984723,-81.204674,1.68%,11736,2317,655,156,14,179,327,7107,7353,25,38.6,437,,Metro,459880,180.5,1.78%,5237,144600,756
South Dakota|Aberdeen ,Aberdeen ,Aberdeen ,SD,Brown,145.268,0.76,45.467451,-98.527454,2.22%,14140,158,222,208,36,683,101,7218,7813,31,37.6,624,,Micro,460036,273,1.18%,6459,129400,1304
South Dakota|Alcester ,Alcester ,Alcester ,SD,Union,63.6,0.055,43.003944,-96.610094,1.05%,825,1,8,3,3,7,5,416,421,1,47.1,4,,Metro,460126,1,0.00%,353,93700,1123
South Dakota|Avon ,Avon ,Avon ,SD,Bon Homme,60.3595,0.207,42.995994,-98.035562,-11.59%,475,0,8,5,0,14,10,246,248,0,43.8,0,,,460450,0,-4.78%,206,70000,1422
South Dakota|Belle Fourche ,Belle Fourche ,Belle Fourche ,SD,Butte,620.4715,6.3015,44.892151,-103.731196,2.75%,3874,17,137,14,3,151,52,1997,2007,6,39.3,88,,,460594,37,2.15%,1639,122200,3023
South Dakota|Beresford ,Beresford ,Beresford ,SD,Union,99.466,0.038,43.062022,-96.805624,0.62%,1665,5,21,4,1,12,8,840,838,0,41.4,29,,Metro,460648,14.5,3.50%,678,120400,1123
South Dakota|Box Elder ,Box Elder ,Box Elder ,SD,Pennington,82.6665,0.69,44.140058,-102.990222,-1.10%,2728,138,158,80,11,292,47,1541,1568,11,30.1,151,0.5,Metro,460864,62,0.78%,1096,121900,3247
South Dakota|Brandon ,Brandon ,Brandon ,SD,Minnehaha,25.717,0.1325,43.580054,-96.581822,3.02%,5136,55,58,38,1,48,22,2612,2625,1,34.2,26,,Metro,460900,12.5,2.30%,1856,170900,1442
South Dakota|Brookings ,Brookings ,Brookings ,SD,Brookings,77.742,0.852,44.347919,-96.817433,0.69%,11525,176,185,478,8,204,81,6278,5988,13,24.2,381,,Micro,461026,176.5,1.68%,4552,142600,1623
South Dakota|Burke ,Burke ,Burke ,SD,Gregory,130.833,6.355,43.327213,-99.135878,-5.55%,532,2,3,1,0,22,2,268,280,0,46.6,0,,,461188,0,-2.19%,256,70800,2213
South Dakota|Canton ,Canton ,Canton ,SD,Lincoln,68.3755,0.098,43.301388,-96.618714,3.63%,2168,18,30,21,0,38,7,1096,1124,2,40,28,,Metro,461332,11.5,2.87%,876,133800,1246
South Dakota|Centerville ,Centerville ,Centerville ,SD,Turner,66.4795,0.009,43.089283,-96.973199,-5.65%,726,2,7,2,1,8,1,376,360,0,43.8,5,,Metro,461512,2.5,1.28%,310,88500,1372
South Dakota|Chamberlain ,Chamberlain ,Chamberlain ,SD,Brule,109.3945,13.176,43.738376,-99.250803,-4.71%,1312,7,23,5,1,244,1,722,805,8,42,134,,,461566,56.5,-2.01%,647,103800,1465
South Dakota|Deadwood ,Deadwood ,Deadwood ,SD,Lawrence,57.736,0.006,44.26586,-103.627118,1.63%,964,5,27,4,1,26,7,522,468,2,48.5,32,,Micro,462214,14,-3.94%,494,150500,4537
South Dakota|Eagle Butte ,Eagle Butte ,Eagle Butte ,SD,Dewey,614.3585,45.066,45.098437,-100.767968,1.82%,221,13,50,9,1,1924,16,1022,1094,0,25.8,5,,,462502,2.5,2.03%,631,61800,2180
South Dakota|Estelline ,Estelline ,Estelline ,SD,Hamlin,50.5295,2.18,44.593934,-96.9259,15.50%,612,1,27,3,0,5,24,308,330,0,44.5,4,,,462736,2,9.17%,251,91500,1680
South Dakota|Faith ,Faith ,Faith ,SD,Meade,604.0135,1.3,44.936731,-102.356678,7.08%,392,1,13,3,0,94,8,249,237,0,39.4,0,,Metro,462862,0,8.93%,190,90800,3440
South Dakota|Flandreau ,Flandreau ,Flandreau ,SD,Moody,100.056,0.188,44.065077,-96.621084,0.69%,1250,9,42,34,3,466,22,836,889,6,40,41,,,462988,14.5,1.64%,684,96400,1570
South Dakota|Freeman ,Freeman ,Freeman ,SD,Hutchinson,95.7255,0.048,43.328409,-97.46877,8.15%,975,14,45,4,0,13,22,480,532,1,47.7,5,,,463132,2,3.32%,447,81900,1220
South Dakota|Gettysburg ,Gettysburg ,Gettysburg ,SD,Potter,304.8745,23.7115,45.057025,-100.130575,3.08%,767,2,7,3,0,71,0,416,416,0,49.2,10,,,463294,5,0.71%,373,61000,2061
South Dakota|Hermosa ,Hermosa ,Hermosa ,SD,Custer,251.3775,0.529,43.806186,-103.132762,6.84%,1010,2,30,5,1,129,6,579,541,0,44.4,0,,Metro,463816,0,-1.09%,438,194600,5318
South Dakota|Hot Springs ,Hot Springs ,Hot Springs ,SD,Fall River,220.977,3.9595,43.347211,-103.479166,2.00%,2670,32,60,20,2,283,9,1484,1451,2,50.7,27,,,464122,12,2.01%,1331,132900,3443
South Dakota|Hoven ,Hoven ,Hoven ,SD,Potter,98.0115,3.7205,45.230985,-99.825346,-1.54%,332,1,5,2,1,1,2,163,174,0,50.5,0,,,464158,0,-3.25%,148,55300,2061
South Dakota|Huron ,Huron ,Huron ,SD,Beadle,153.756,2.628,44.379236,-98.175826,0.86%,6518,129,646,323,13,132,285,3628,3639,14,40.5,372,,Micro,464284,160.5,-1.59%,3069,84700,1285
South Dakota|Irene ,Irene ,Irene ,SD,Clay,49.814,0.0245,43.104256,-97.256238,-1.17%,405,1,3,1,0,3,3,203,207,0,45.4,0,,Micro,464410,0,4.14%,166,71600,1221
South Dakota|Jefferson ,Jefferson ,Jefferson ,SD,Union,26.712,1.262,42.57694,-96.598648,-5.31%,825,9,14,5,1,3,5,436,398,0,40.2,1,,Metro,464482,0.5,-5.41%,314,126300,1123
South Dakota|Kadoka ,Kadoka ,Kadoka ,SD,Jackson,230.9435,1.4705,43.841558,-101.698716,-3.92%,374,3,2,0,0,78,1,217,218,2,45.3,7,,,464536,2,-8.57%,193,63000,2458
South Dakota|Kimball ,Kimball ,Kimball ,SD,Brule,195.482,1.169,43.760436,-98.973528,-3.82%,655,2,5,1,0,22,3,341,335,0,39,0,,,464698,0,0.68%,266,68800,1465
South Dakota|Lead ,Lead ,Lead ,SD,Lawrence,117.8525,0.001,44.26089,-103.894821,-4.16%,1841,12,48,13,4,59,12,959,938,5,44.6,37,,Micro,464968,13.5,4.73%,875,129000,4537
South Dakota|Lennox ,Lennox ,Lennox ,SD,Lincoln,44.135,0.004,43.323282,-96.875532,3.81%,1618,9,16,7,0,11,1,817,816,0,38.9,10,,Metro,465022,4.5,1.26%,632,125700,1246
South Dakota|Leola ,Leola ,Leola ,SD,Mcpherson,202.4415,1.8855,45.765808,-98.983312,3.64%,429,1,5,1,1,3,4,218,213,0,42.5,0,,,465040,0,5.61%,170,56600,1587
South Dakota|Madison ,Madison ,Madison ,SD,Lake,102.602,2.1405,43.971126,-97.139085,0.97%,4073,37,80,46,7,62,42,2132,2076,2,37.9,104,,,465364,47,-0.30%,1691,110400,1672
South Dakota|Martin ,Martin ,Martin ,SD,Bennett,363.033,2.2985,43.192888,-101.668694,1.92%,561,8,28,7,2,622,3,559,581,4,31.6,40,,,465490,16,1.94%,401,61400,3314
South Dakota|Menno ,Menno ,Menno ,SD,Hutchinson,61.019,0.091,43.23412,-97.519934,-12.44%,493,3,3,2,0,6,1,242,257,0,53.7,0,,,465616,0,-4.08%,220,49300,1220
South Dakota|Miller ,Miller ,Miller ,SD,Hand,250.3665,0.726,44.488243,-99.069098,-6.99%,1064,4,5,6,1,6,6,518,557,0,48.7,8,,,465706,4,0.18%,485,79000,1587
South Dakota|Mitchell ,Mitchell ,Mitchell ,SD,Davison,120.9435,0.7085,43.718253,-98.02626,1.27%,8807,85,140,68,11,309,67,4507,4681,26,37.8,645,0.5,Micro,465832,288.5,1.35%,3883,118800,1297
South Dakota|Mobridge ,Mobridge ,Mobridge ,SD,Walworth,104.1225,7.0395,45.402708,-100.534475,-2.06%,1519,9,17,11,2,520,5,957,1045,3,43.3,90,,,465850,41,-1.11%,855,76100,1912
South Dakota|North Sioux City ,North Sioux City ,North Sioux City ,SD,Union,6.9775,0.8425,42.520413,-96.504178,1.76%,2756,56,87,69,2,45,36,1448,1447,1,38.7,42,,Metro,466235,20.5,1.95%,1158,215200,1123
South Dakota|Parkston ,Parkston ,Parkston ,SD,Hutchinson,111.6395,0.1565,43.398344,-97.965622,-0.43%,1096,7,4,1,0,16,2,541,574,0,45.8,3,,,466642,1.5,1.32%,467,104300,1220
South Dakota|Philip ,Philip ,Philip ,SD,Haakon,488.166,3.284,44.152157,-101.737514,13.71%,683,8,6,5,1,25,1,345,358,0,49.7,3,,,466732,1.5,12.14%,315,76700,2162
South Dakota|Pierre ,Pierre ,Pierre ,SD,Hughes,292.3985,48.615,44.567083,-100.267233,1.38%,7213,72,144,66,3,952,54,3960,4195,19,39.7,486,,Micro,466804,218.5,0.44%,3400,148700,1484
South Dakota|Rapid City ,Rapid City ,Rapid City ,SD,Pennington,245.659,1.132,44.118807,-103.187884,1.96%,17206,513,1048,408,51,4425,272,10859,10873,155,32.9,3130,2,Metro,467146,1352,0.72%,8969,128400,3247
South Dakota|Rosholt ,Rosholt ,Rosholt ,SD,Roberts,82.1605,5.2815,45.877473,-96.709138,0.98%,508,3,8,2,1,43,7,262,285,0,46.9,0,,,467470,0,0.18%,209,75400,1204
South Dakota|Scotland ,Scotland ,Scotland ,SD,Bon Homme,74.889,0.131,43.104432,-97.782974,8.64%,751,6,2,2,0,8,2,368,393,0,44.9,0,,,467722,0,8.57%,299,57400,1422
South Dakota|Selby ,Selby ,Selby ,SD,Walworth,136.4835,0.5995,45.420344,-100.11902,9.71%,464,2,5,0,0,18,1,245,232,0,51.7,3,,,467740,1.5,2.61%,212,52600,1912
South Dakota|Sioux Falls ,Sioux Falls ,Sioux Falls ,SD,Minnehaha,88.506,0.4065,43.5503,-96.7002,1.84%,0,0,0,0,0,0,0,0,0,250,0,5678,2,Metro,467866,2469,1.91%,0,0,1442
South Dakota|Sisseton ,Sisseton ,Sisseton ,SD,Roberts,173.194,5.547,45.689015,-96.931245,0.39%,1178,20,31,12,1,1361,7,1230,1252,5,34.1,39,,,467884,14,-2.04%,887,83300,1204
South Dakota|Spearfish ,Spearfish ,Spearfish ,SD,Lawrence,117.5185,0.0805,44.474208,-103.883664,0.78%,6899,43,188,79,7,223,49,3451,3695,10,38.6,342,,Micro,467956,159,0.27%,3217,170700,4537
South Dakota|Springfield ,Springfield ,Springfield ,SD,Bon Homme,50.573,3.1995,42.850022,-97.963464,0.94%,934,35,38,3,1,251,8,916,289,0,38.8,0,,,467992,0,4.22%,265,90000,1422
South Dakota|Sturgis ,Sturgis ,Sturgis ,SD,Meade,298.1755,1.0115,44.42894,-103.234082,2.40%,4530,31,107,26,3,172,25,2303,2386,3,44.7,171,,Metro,468172,82,1.14%,2033,133600,3440
South Dakota|Tea ,Tea ,Tea ,SD,Lincoln,13.007,0,43.463294,-96.870319,7.03%,2504,30,28,11,2,25,11,1303,1233,1,29.3,53,,Metro,468262,24.5,4.28%,837,167500,1246
South Dakota|Tripp ,Tripp ,Tripp ,SD,Hutchinson,78.2915,0.027,43.225962,-97.952833,2.22%,501,1,8,1,0,6,2,255,250,0,52.6,3,,,468460,1.5,-2.53%,223,46100,1220
South Dakota|Tyndall ,Tyndall ,Tyndall ,SD,Bon Homme,58.52,0.017,42.98829,-97.872335,1.34%,746,1,9,1,0,8,3,374,381,0,47.6,0,,,468586,0,-3.40%,327,63300,1422
South Dakota|Vermillion ,Vermillion ,Vermillion ,SD,Clay,82.137,1.517,42.836846,-96.992936,1.47%,5545,140,131,136,4,280,47,2901,3094,14,23.9,268,,Micro,468766,117.5,3.05%,2181,130300,1221
South Dakota|Viborg ,Viborg ,Viborg ,SD,Turner,47.3715,0.1365,43.174234,-97.190828,1.94%,690,3,4,1,0,5,2,342,352,0,47,1,,Metro,468802,0.5,1.14%,289,81400,1372
South Dakota|Wagner ,Wagner ,Wagner ,SD,Charles Mix,139.9715,1.7635,43.041107,-98.312967,4.48%,860,6,46,10,3,894,13,849,887,1,34.9,26,,,468964,12,2.73%,598,66300,1466
South Dakota|Watertown ,Watertown ,Watertown ,SD,Codington,162.22,6.8265,44.948464,-97.126064,0.92%,12032,78,206,97,2,349,103,6198,6294,21,37.5,548,,Micro,469180,245,0.78%,5280,133700,1739
South Dakota|Whitewood ,Whitewood ,Whitewood ,SD,Lawrence,73.881,0.042,44.494449,-103.588751,5.26%,919,7,14,6,2,45,2,488,469,0,44.9,0,,Micro,469558,0,11.91%,383,176700,4537
South Dakota|Winner ,Winner ,Winner ,SD,Tripp,540.5215,1.5345,43.249103,-99.882258,2.44%,1841,8,29,5,1,423,12,1080,1145,2,45.4,29,,,469666,12,-1.40%,961,68500,1950
South Dakota|Worthing ,Worthing ,Worthing ,SD,Lincoln,22.777,0.013,43.292635,-96.756811,17.61%,649,7,4,5,1,9,2,328,335,0,31.1,1,,Metro,469756,0.5,15.83%,247,116500,1246
South Dakota|Yankton ,Yankton ,Yankton ,SD,Yankton,55.7985,2.31,42.935337,-97.457,0.65%,8924,214,291,73,6,362,145,4921,4640,15,41.1,498,0.5,Micro,469810,221.5,0.42%,3760,126800,1205
Tennessee|Adamsville ,Adamsville ,Adamsville ,TN,Mcnairy,57.025,0.264,35.26119,-88.391976,-2.94%,2988,74,45,3,0,31,24,1520,1553,2,42.5,43,0.5,,470036,19.5,-1.65%,1212,83300,442
Tennessee|Alamo ,Alamo ,Alamo ,TN,Crockett,33.9005,0.006,35.821558,-89.19,-0.83%,1868,317,242,4,2,14,201,1119,1241,11,40.1,74,,Metro,470072,26,-2.57%,920,81400,367
Tennessee|Alcoa ,Alcoa ,Alcoa ,TN,Blount,5.272,0.0055,35.800556,-83.98458,0.07%,2742,617,169,25,2,31,93,1617,1792,23,40.6,580,,Metro,470084,258,0.30%,1483,118000,945
Tennessee|Alexandria ,Alexandria ,Alexandria ,TN,Dekalb,17.4,0,36.065104,-85.996148,8.99%,1111,27,9,4,0,15,3,564,582,3,41.3,24,,,470096,9.5,3.82%,468,101300,1032
Tennessee|Ardmore ,Ardmore ,Ardmore ,TN,Giles,28.5235,0.0305,35.063252,-86.852322,-5.08%,1331,47,34,11,1,28,18,690,716,0,43.8,21,,,470252,10.5,-1.36%,567,105500,709
Tennessee|Ashland City ,Ashland City ,Ashland City ,TN,Cheatham,76.829,1.6775,36.289526,-87.066014,2.86%,8267,179,264,56,8,96,130,4293,4300,9,39,181,,Metro,470312,80,3.57%,3230,139100,438
Tennessee|Athens ,Athens ,Athens ,TN,Mcminn,74.5955,0.006,35.420188,-84.651332,-2.73%,11664,779,483,170,7,127,265,6109,6622,61,40.4,1107,0.5,Micro,470360,475,1.51%,5134,113500,867
Tennessee|Atoka ,Atoka ,Atoka ,TN,Tipton,13.198,0.017,35.428574,-89.775026,-2.26%,4307,548,119,87,11,55,28,2416,2518,6,35.5,105,,Metro,470372,45.5,1.52%,1626,179600,339
Tennessee|Baxter ,Baxter ,Baxter ,TN,Putnam,41.456,1.4745,36.117598,-85.663365,-5.48%,3216,16,53,16,1,22,30,1618,1654,4,41.4,62,,Micro,470492,27.5,0.22%,1329,114700,118
Tennessee|Bean Station ,Bean Station ,Bean Station ,TN,Grainger,21.1255,5.3915,36.32834,-83.34478,3.76%,3223,26,59,5,2,33,34,1643,1639,5,43.2,128,,Metro,470528,57.5,2.47%,1340,92300,1015
Tennessee|Bells ,Bells ,Bells ,TN,Crockett,50.489,0.05,35.672674,-89.10429,-2.42%,1982,380,297,15,3,15,253,1238,1366,3,38.3,53,,Metro,470624,23.5,-3.36%,995,101800,367
Tennessee|Benton ,Benton ,Benton ,TN,Polk,25.8625,0.4765,35.16848,-84.629584,-9.47%,2399,16,35,4,3,28,12,1219,1217,1,40.1,50,,Metro,470672,24.5,-3.28%,946,113700,748
Tennessee|Big Sandy ,Big Sandy ,Big Sandy ,TN,Benton,54.225,8.672,36.272941,-88.045588,-3.86%,1636,3,20,6,3,18,8,824,830,1,49.3,11,,,470744,5,-2.75%,730,66700,460
Tennessee|Blaine ,Blaine ,Blaine ,TN,Grainger,21.9105,0.2865,36.169672,-83.660874,-1.58%,1852,12,15,4,0,6,3,955,911,1,40.8,27,,Metro,470780,13,-0.78%,730,102200,1015
Tennessee|Bluff City ,Bluff City ,Bluff City ,TN,Sullivan,34.4715,0.377,36.466787,-82.201689,-0.09%,6275,53,53,31,5,33,25,3166,3208,5,43.3,48,0.5,Metro,470840,18.5,0.77%,2615,93200,1596
Tennessee|Bolivar ,Bolivar ,Bolivar ,TN,Hardeman,74.1245,0.189,35.244423,-89.005283,-0.96%,2190,2616,70,45,2,32,32,2264,2597,30,40,274,0.5,,470888,102.5,0.80%,1859,84100,453
Tennessee|Bradford ,Bradford ,Bradford ,TN,Gibson,31.8925,0.0535,36.06099,-88.805774,-3.43%,1396,58,12,4,1,10,5,715,744,3,42.8,20,,,470996,7,-1.92%,587,75800,338
Tennessee|Brentwood ,Brentwood ,Brentwood ,TN,Williamson,27.533,0.025,36.0347,-86.7836,1.48%,0,0,0,0,0,0,0,0,0,5,0,374,0.5,Metro,471020,177.5,-0.81%,0,0,648
Tennessee|Brighton ,Brighton ,Brighton ,TN,Tipton,29.463,0.026,35.461209,-89.746434,4.46%,4430,494,93,31,5,46,28,2431,2523,4,36.3,49,,Metro,471056,21,2.54%,1729,147300,339
Tennessee|Bristol ,Bristol ,Bristol ,TN,Sullivan,63.687,4.7735,36.537413,-82.075966,-1.22%,18725,620,309,141,12,164,156,9482,10069,55,43.1,1089,,Metro,471070,483.5,-1.95%,8297,99700,1596
Tennessee|Brownsville ,Brownsville ,Brownsville ,TN,Haywood,135.0245,0.348,35.622992,-89.287664,0.43%,3061,4028,317,14,1,36,230,3385,3903,61,38,606,1.5,,471104,231,0.65%,2883,91800,390
Tennessee|Bruceton ,Bruceton ,Bruceton ,TN,Carroll,18.0505,0.0195,36.056497,-88.274222,2.80%,1178,87,25,3,2,10,9,601,668,4,43.6,30,,,471116,10.5,-1.60%,511,62000,414
Tennessee|Burns ,Burns ,Burns ,TN,Dickson,24.529,0.0955,36.037706,-87.264002,2.42%,2692,96,50,26,0,22,24,1396,1419,2,40.2,26,,Metro,471236,9.5,-1.56%,1057,199600,631
Tennessee|Calhoun ,Calhoun ,Calhoun ,TN,Mcminn,18.9865,0.9405,35.323353,-84.75451,13.93%,1016,46,38,3,2,22,8,550,519,1,41.8,8,,Micro,471320,3.5,3.72%,405,99800,867
Tennessee|Camden ,Camden ,Camden ,TN,Benton,73.7945,2.67,36.063468,-88.09747,0.57%,5122,171,107,40,0,49,46,2581,2762,7,44.2,152,,,471332,68,1.30%,2260,73100,460
Tennessee|Carthage ,Carthage ,Carthage ,TN,Smith,31.717,2.4125,36.27431,-85.9718,-4.53%,3314,136,85,12,2,42,45,1673,1818,5,41.1,82,,Metro,471392,35.5,0.52%,1399,117100,515
Tennessee|Caryville ,Caryville ,Caryville ,TN,Campbell,39.544,0.49,36.296176,-84.249752,-2.16%,2252,2,25,11,2,26,9,1141,1133,4,41.5,86,,Metro,471404,38.5,-1.26%,911,96100,1070
Tennessee|Celina ,Celina ,Celina ,TN,Clay,46.408,6.85,36.539456,-85.458461,3.16%,1978,62,40,5,1,21,19,1026,1028,6,45.8,39,,,471452,14,0.45%,888,97600,562
Tennessee|Centerville ,Centerville ,Centerville ,TN,Hickman,126.4045,0.0045,35.74664,-87.5332,-3.62%,3770,97,64,17,3,41,26,1930,1973,3,43.9,87,,Metro,471464,41,-3.34%,1564,109400,634
Tennessee|Chapel Hill ,Chapel Hill ,Chapel Hill ,TN,Marshall,35.8115,0.088,35.641873,-86.692839,4.20%,3159,88,76,13,5,38,35,1652,1644,0,36.7,27,,Micro,471488,13.5,3.14%,1216,133700,741
Tennessee|Charleston ,Charleston ,Charleston ,TN,Bradley,21.0905,0.906,35.265264,-84.777407,5.50%,1936,104,50,7,3,19,24,1024,1044,1,41.2,10,,Metro,471512,4.5,3.70%,790,166100,864
Tennessee|Chattanooga ,Chattanooga ,Chattanooga ,TN,Hamilton,105.3795,4.7665,35.0459,-85.3097,1.49%,0,0,0,0,0,0,0,0,0,609,0,12667,13.5,Metro,471560,5484,-0.21%,0,0,685
Tennessee|Church Hill ,Church Hill ,Church Hill ,TN,Hawkins,29.1835,0.533,36.493192,-82.730405,1.10%,7321,103,77,41,3,50,27,3665,3809,10,42.4,134,,Metro,471644,57,0.36%,3106,111800,1294
Tennessee|Clarksburg ,Clarksburg ,Clarksburg ,TN,Carroll,0,0,35.8718,-88.3934,,0,0,0,0,0,0,0,0,0,0,0,5,,,471680,2.5,,0,0,414
Tennessee|Clarksville ,Clarksville ,Clarksville ,TN,Montgomery,132.788,1.431,36.516546,-87.32203,2.57%,16157,5661,1535,616,111,328,589,10893,11569,396,29.7,5239,5,Metro,471692,2136,1.86%,8348,135900,493
Tennessee|Cleveland ,Cleveland ,Cleveland ,TN,Bradley,116.6005,0.0685,35.09289,-84.915456,0.78%,11888,1170,1021,131,20,213,661,6654,7033,161,32.6,2953,0.5,Metro,471704,1291.5,0.53%,5261,114500,864
Tennessee|Clifton ,Clifton ,Clifton ,TN,Wayne,53.185,1.5205,35.399066,-87.938734,2.01%,1386,468,44,9,0,15,4,1422,440,1,37.3,12,,,471716,5.5,10.53%,383,77700,1050
Tennessee|Clinton ,Clinton ,Clinton ,TN,Anderson,42.1275,1.186,36.088804,-84.171799,-0.36%,12558,265,164,73,7,116,42,6285,6590,24,42.7,413,0.5,Metro,471752,180.5,1.65%,5309,125400,839
